Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Eficienta_Finalizare,Contributie_Ofensiva,Implicare_Constructie
Jan Schöppner,GER,MF,Heidenheim,Bundesliga,24,1999,26,23,1998,22.2,2,2,4,2,0,0,3,0,1.1,1.1,1.5,2.6,16.0,72.0,32.0,0.09,0.09,0.18,0.09,0.18,0.05,0.07,0.12,0.05,0.12,0.8999999999999999,4,88.0
Marcel Schuhen,GER,GK,Darmstadt 98,Bundesliga,30,1993,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0
Perr Schuurs,NED,DF,Torino,Serie A,23,1999,9,9,770,8.6,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,9.0,19.0,4.0,0.12,0.0,0.12,0.12,0.12,0.08,0.0,0.08,0.08,0.08,0.30000000000000004,1,28.0
Marvin Schwäbe,GER,GK,Köln,Bundesliga,28,1995,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0
Alex Scott,ENG,MF,Bournemouth,Premier League,19,2003,23,11,1014,11.3,1,1,2,1,0,0,3,0,0.7,0.7,1.7,2.4,24.0,50.0,35.0,0.09,0.09,0.18,0.09,0.18,0.06,0.15,0.22,0.06,0.22,0.30000000000000004,2,74.0
Simone Scuffet,ITA,GK,Cagliari,Serie A,27,1996,31,31,2789,31.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Aleksandar Sedlar,SRB,DF,Alavés,La Liga,31,1991,11,11,946,10.5,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,6.0,26.0,1.0,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03,0.7,1,32.0
Alidu Seidu,GHA,DF,Rennes,Ligue 1,23,2000,11,7,593,6.6,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,14.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,-0.2,0,37.0
Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,23,2000,14,13,1131,12.6,0,1,1,0,0,0,5,1,0.1,0.1,0.7,0.7,16.0,33.0,3.0,0.0,0.08,0.08,0.0,0.08,0.01,0.05,0.06,0.01,0.06,-0.1,1,49.0
Nicolas Seiwald,AUT,MF,RB Leipzig,Bundesliga,22,2001,21,6,718,8.0,0,2,2,0,0,0,1,0,0.0,0.0,0.3,0.3,3.0,33.0,4.0,0.0,0.25,0.25,0.0,0.25,0.0,0.04,0.04,0.0,0.04,0.0,2,36.0
Davie Selke,GER,FW,Köln,Bundesliga,28,1995,19,16,1265,14.1,6,0,6,6,0,0,3,0,4.8,4.8,0.4,5.2,9.0,17.0,46.0,0.43,0.0,0.43,0.43,0.43,0.34,0.03,0.37,0.34,0.37,1.2000000000000002,6,26.0
Matz Sels,BEL,GK,Nott'ham Forest,Premier League,31,1992,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Matz Sels,BEL,GK,Strasbourg,Ligue 1,31,1992,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0,0.0
Nélson Semedo,POR,DF,Wolves,Premier League,29,1993,36,36,3084,34.3,0,1,1,0,0,0,10,1,1.3,1.3,1.7,3.0,103.0,138.0,150.0,0.0,0.03,0.03,0.0,0.03,0.04,0.05,0.09,0.04,0.09,-1.3,1,241.0
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,23,2000,33,25,2105,23.4,8,2,10,8,0,0,6,0,4.6,4.6,3.2,7.8,89.0,64.0,188.0,0.34,0.09,0.43,0.34,0.43,0.2,0.14,0.34,0.2,0.34,3.4000000000000004,10,153.0
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,22,2001,32,23,2138,23.8,1,1,2,1,0,0,5,1,1.2,1.2,2.8,4.0,48.0,74.0,81.0,0.04,0.04,0.08,0.04,0.08,0.05,0.12,0.17,0.05,0.17,-0.19999999999999996,2,122.0
Marcos Senesi,ARG,DF,Bournemouth,Premier League,26,1997,31,26,2242,24.9,4,5,9,4,0,0,13,0,2.0,2.0,1.7,3.7,31.0,127.0,4.0,0.16,0.2,0.36,0.16,0.36,0.08,0.07,0.15,0.08,0.15,2.0,9,158.0
Suat Serdar,GER,MF,Hellas Verona,Serie A,26,1997,25,19,1659,18.4,0,2,2,0,0,0,7,0,1.0,1.0,1.4,2.4,20.0,68.0,36.0,0.0,0.11,0.11,0.0,0.11,0.05,0.07,0.13,0.05,0.13,-1.0,2,88.0
Benjamin Šeško,SVN,FW,RB Leipzig,Bundesliga,20,2003,31,17,1526,17.0,14,2,16,14,0,0,0,0,7.7,7.7,1.1,8.8,21.0,22.0,98.0,0.83,0.12,0.94,0.83,0.94,0.45,0.07,0.52,0.45,0.52,6.3,16,43.0
Kevin Sessa,GER,MF,Heidenheim,Bundesliga,23,2000,30,7,1011,11.2,3,0,3,3,0,0,1,0,2.9,2.9,1.3,4.2,29.0,51.0,48.0,0.27,0.0,0.27,0.27,0.27,0.25,0.12,0.37,0.25,0.37,0.10000000000000009,3,80.0
Aaron Seydel,GER,FW,Darmstadt 98,Bundesliga,27,1996,16,5,619,6.9,1,0,1,1,0,0,1,0,1.0,1.0,0.7,1.7,7.0,10.0,35.0,0.15,0.0,0.15,0.15,0.15,0.15,0.1,0.25,0.15,0.25,0.0,1,17.0
Stephan El Shaarawy,ITA,FW,Roma,Serie A,30,1992,33,19,1738,19.3,3,4,7,3,0,0,2,0,2.5,2.5,2.3,4.8,46.0,44.0,131.0,0.16,0.21,0.36,0.16,0.36,0.13,0.12,0.25,0.13,0.25,0.5,7,90.0
Luke Shaw,ENG,DF,Manchester Utd,Premier League,28,1995,12,12,959,10.7,0,0,0,0,0,0,6,0,0.0,0.0,1.0,1.0,10.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.1,0.0,0,55.0
Eldor Shomurodov,UZB,FW,Cagliari,Serie A,28,1995,22,10,936,10.4,3,3,6,3,0,0,1,0,3.5,3.5,1.7,5.2,12.0,18.0,52.0,0.29,0.29,0.58,0.29,0.58,0.34,0.16,0.5,0.34,0.5,-0.5,6,30.0
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,27,1995,30,25,2261,25.1,6,2,8,2,4,5,8,0,5.9,1.9,2.3,4.2,17.0,135.0,73.0,0.24,0.08,0.32,0.08,0.16,0.23,0.09,0.33,0.08,0.17,0.09999999999999964,4,152.0
Tim Siersleben,GER,DF,Heidenheim,Bundesliga,23,2000,14,10,910,10.1,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,12.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,-0.2,0,60.0
Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,21,2002,27,20,1806,20.1,0,1,1,0,0,0,2,1,0.6,0.6,0.8,1.4,22.0,70.0,58.0,0.0,0.05,0.05,0.0,0.05,0.03,0.04,0.07,0.03,0.07,-0.6,1,92.0
André Silva,POR,FW,Real Sociedad,La Liga,27,1995,19,9,729,8.1,3,0,3,2,1,1,1,0,3.3,2.5,0.3,2.8,5.0,7.0,44.0,0.37,0.0,0.37,0.25,0.25,0.41,0.04,0.45,0.31,0.35,-0.2999999999999998,2,12.0
Bernardo Silva,POR,MF,Manchester City,Premier League,28,1994,33,29,2578,28.6,6,9,15,6,0,0,8,0,3.7,3.7,7.6,11.3,140.0,177.0,260.0,0.21,0.31,0.52,0.21,0.52,0.13,0.27,0.4,0.13,0.4,2.3,15,317.0
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,26,1997,9,7,623,6.9,0,5,5,0,0,0,0,0,0.2,0.2,1.3,1.5,16.0,33.0,54.0,0.0,0.72,0.72,0.0,0.72,0.03,0.18,0.22,0.03,0.22,-0.2,5,49.0
Rui Silva,POR,GK,Betis,La Liga,29,1994,28,28,2475,27.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Thiago Silva,BRA,DF,Chelsea,Premier League,38,1984,31,28,2527,28.1,3,1,4,3,0,0,4,0,0.8,0.8,1.0,1.8,2.0,102.0,5.0,0.11,0.04,0.14,0.11,0.14,0.03,0.04,0.06,0.03,0.06,2.2,4,104.0
Marco Silvestri,ITA,GK,Udinese,Serie A,32,1991,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,23,2000,32,23,2138,23.8,2,3,5,2,0,0,8,0,3.9,3.9,3.3,7.2,34.0,106.0,76.0,0.08,0.13,0.21,0.08,0.21,0.16,0.14,0.3,0.16,0.3,-1.9,5,140.0
Giovanni Simeone,ARG,FW,Napoli,Serie A,28,1995,28,8,800,8.9,1,0,1,1,0,0,3,0,3.4,3.4,0.6,3.9,11.0,13.0,76.0,0.11,0.0,0.11,0.11,0.11,0.38,0.06,0.44,0.38,0.44,-2.4,1,24.0
Giuliano Simeone,ARG,FW,Alavés,La Liga,20,2002,14,6,630,7.0,1,2,3,1,0,1,1,0,2.4,1.6,2.0,3.6,25.0,24.0,47.0,0.14,0.29,0.43,0.14,0.43,0.34,0.29,0.63,0.23,0.52,-1.4,3,49.0
Moses Simon,NGA,FW,Nantes,Ligue 1,28,1995,22,21,1788,19.9,3,5,8,2,1,1,0,0,4.1,3.3,3.7,7.0,146.0,36.0,214.0,0.15,0.25,0.4,0.1,0.35,0.21,0.18,0.39,0.17,0.35,-1.0999999999999996,7,182.0
Unai Simón,ESP,GK,Athletic Club,La Liga,26,1997,36,36,3182,35.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,20,2003,32,32,2653,29.5,8,11,19,7,1,2,11,1,8.3,6.7,9.8,16.4,151.0,187.0,216.0,0.27,0.37,0.64,0.24,0.61,0.28,0.33,0.61,0.23,0.56,-0.3000000000000007,18,338.0
Wilfried Singo,CIV,DF,Monaco,Ligue 1,22,2000,25,24,2187,24.3,1,1,2,1,0,0,8,1,0.8,0.8,1.0,1.9,38.0,145.0,31.0,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.08,0.03,0.08,0.19999999999999996,2,183.0
Luis Sinisterra,COL,FW,Bournemouth,Premier League,24,1999,20,7,699,7.8,2,2,4,2,0,0,0,0,2.5,2.5,2.4,5.0,51.0,38.0,85.0,0.26,0.26,0.52,0.26,0.52,0.33,0.31,0.64,0.33,0.64,-0.5,4,89.0
Jailson Siqueira,BRA,DF,Celta Vigo,La Liga,27,1995,14,9,897,10.0,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,16.0,38.0,8.0,0.0,0.1,0.1,0.0,0.1,0.02,0.05,0.07,0.02,0.07,-0.2,1,54.0
Ibrahima Sissoko,MLI,MF,Strasbourg,Ligue 1,25,1997,27,18,1642,18.2,0,1,1,0,0,0,7,0,1.0,1.0,1.7,2.6,15.0,88.0,18.0,0.0,0.05,0.05,0.0,0.05,0.05,0.09,0.14,0.05,0.14,-1.0,1,103.0
Moussa Sissoko,FRA,MF,Nantes,Ligue 1,33,1989,26,21,1821,20.2,0,0,0,0,0,0,7,0,1.3,1.3,1.1,2.3,30.0,74.0,59.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12,-1.3,0,104.0
Antonio Sivera,ESP,GK,Alavés,La Liga,26,1996,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Tim Skarke,GER,FW,Darmstadt 98,Bundesliga,26,1996,30,29,2404,26.7,8,0,8,8,0,0,7,0,3.6,3.6,2.1,5.7,61.0,80.0,190.0,0.3,0.0,0.3,0.3,0.3,0.13,0.08,0.21,0.13,0.21,4.4,8,141.0
Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,28,1995,27,24,2168,24.1,2,2,4,2,0,0,1,0,2.3,2.3,1.0,3.3,10.0,110.0,28.0,0.08,0.08,0.17,0.08,0.17,0.1,0.04,0.14,0.1,0.14,-0.2999999999999998,4,120.0
Oliver Skipp,ENG,MF,Tottenham,Premier League,22,2000,21,5,707,7.9,0,0,0,0,0,0,3,0,0.7,0.7,0.6,1.3,8.0,37.0,25.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.16,0.09,0.16,-0.7,0,45.0
Leo Skiri Østigård,NOR,DF,Napoli,Serie A,23,1999,25,18,1625,18.1,1,0,1,1,0,0,3,0,0.6,0.6,0.1,0.7,13.0,76.0,3.0,0.06,0.0,0.06,0.06,0.06,0.03,0.0,0.04,0.03,0.04,0.4,1,89.0
Łukasz Skorupski,POL,GK,Bologna,Serie A,32,1991,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
Robert Skov,DEN,DF,Hoffenheim,Bundesliga,27,1996,25,14,1260,14.0,3,4,7,3,0,0,2,0,1.8,1.8,1.9,3.7,28.0,71.0,92.0,0.21,0.29,0.5,0.21,0.5,0.13,0.14,0.26,0.13,0.26,1.2,7,99.0
Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,28,1995,24,17,1629,18.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,5.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,-0.2,0,66.0
Adam Smith,ENG,DF,Bournemouth,Premier League,32,1991,28,25,2150,23.9,0,2,2,0,0,0,6,0,0.1,0.1,1.3,1.4,24.0,89.0,28.0,0.0,0.08,0.08,0.0,0.08,0.0,0.05,0.06,0.0,0.06,-0.1,2,113.0
Rubén Sobrino,ESP,MF,Cádiz,La Liga,31,1992,32,18,1646,18.3,0,1,1,0,0,0,8,1,1.8,1.8,2.3,4.1,27.0,34.0,78.0,0.0,0.05,0.05,0.0,0.05,0.1,0.12,0.22,0.1,0.22,-1.8,1,61.0
Alex Sola,ESP,FW,Alavés,La Liga,24,1999,29,14,1262,14.0,0,3,3,0,0,0,2,0,1.6,1.6,2.3,3.9,40.0,42.0,103.0,0.0,0.21,0.21,0.0,0.21,0.12,0.16,0.28,0.12,0.28,-1.6,3,82.0
Dominic Solanke,ENG,FW,Bournemouth,Premier League,25,1997,38,37,3325,36.9,19,3,22,17,2,3,3,0,19.6,17.2,3.0,20.3,52.0,60.0,184.0,0.51,0.08,0.6,0.46,0.54,0.53,0.08,0.61,0.47,0.55,-0.6000000000000014,20,112.0
Carlos Soler,ESP,MF,Paris S-G,Ligue 1,26,1997,24,12,1090,12.1,2,2,4,2,0,0,1,0,1.5,1.5,2.4,3.9,15.0,74.0,59.0,0.17,0.17,0.33,0.17,0.33,0.12,0.2,0.32,0.12,0.32,0.5,4,89.0
Yann Sommer,SUI,GK,Inter,Serie A,34,1988,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
David Soria,ESP,GK,Getafe,La Liga,30,1993,38,38,3413,37.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Alessandro Sorrentino,ITA,GK,Monza,Serie A,21,2002,7,5,548,6.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,19,2003,17,8,721,8.0,0,1,1,0,0,0,1,0,0.3,0.3,1.6,1.9,16.0,55.0,13.0,0.0,0.12,0.12,0.0,0.12,0.04,0.19,0.24,0.04,0.24,-0.3,1,71.0
Florian Sotoca,FRA,MF,Lens,Ligue 1,32,1990,32,29,2598,28.9,7,6,13,3,4,4,4,1,9.1,5.9,6.5,12.4,56.0,156.0,253.0,0.24,0.21,0.45,0.1,0.31,0.32,0.22,0.54,0.21,0.43,-2.0999999999999996,9,212.0
Riccardo Sottil,ITA,FW,Fiorentina,Serie A,24,1999,22,13,1103,12.3,2,3,5,2,0,0,1,0,2.6,2.6,2.5,5.1,66.0,33.0,139.0,0.16,0.24,0.41,0.16,0.41,0.21,0.2,0.41,0.21,0.41,-0.6000000000000001,5,99.0
Tomáš Souček,CZE,MF,West Ham,Premier League,28,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7.0,86.0,39.0,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26,0.2999999999999998,9,93.0
Matìas Soulé,ARG,FW,Frosinone,Serie A,20,2003,36,36,3121,34.7,11,3,14,6,5,6,4,0,10.5,5.7,6.6,12.3,115.0,198.0,211.0,0.32,0.09,0.4,0.17,0.26,0.3,0.19,0.49,0.17,0.36,0.5,9,313.0
Boubakary Soumaré,FRA,MF,Sevilla,La Liga,24,1999,28,26,2286,25.4,0,1,1,0,0,0,10,0,0.0,0.0,0.9,1.0,29.0,102.0,22.0,0.0,0.04,0.04,0.0,0.04,0.0,0.04,0.04,0.0,0.04,0.0,1,131.0
Vinicius Souza,BRA,MF,Sheffield Utd,Premier League,24,1999,36,29,2668,29.6,1,0,1,1,0,0,3,0,0.6,0.6,0.2,0.8,7.0,66.0,21.0,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03,0.4,1,73.0
Djibril Sow,SUI,MF,Sevilla,La Liga,26,1997,24,18,1460,16.2,1,1,2,1,0,0,6,0,1.5,1.5,0.8,2.3,25.0,73.0,45.0,0.06,0.06,0.12,0.06,0.12,0.09,0.05,0.14,0.09,0.14,-0.5,2,98.0
Saidou Sow,GUI,DF,Strasbourg,Ligue 1,21,2002,10,8,719,8.0,0,1,1,0,0,0,2,0,0.3,0.3,0.5,0.8,1.0,24.0,0.0,0.0,0.13,0.13,0.0,0.13,0.04,0.06,0.1,0.04,0.1,-0.3,1,25.0
Djed Spence,ENG,DF,Genoa,Serie A,22,2000,16,8,859,9.5,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,17.0,25.0,31.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,-0.2,0,42.0
Stijn Spierings,NED,MF,Toulouse,Ligue 1,27,1996,22,16,1516,16.8,0,1,1,0,0,0,5,0,0.4,0.4,0.6,1.0,16.0,157.0,22.0,0.0,0.06,0.06,0.0,0.06,0.02,0.03,0.06,0.02,0.06,-0.4,1,173.0
Leonardo Spinazzola,ITA,DF,Roma,Serie A,30,1993,24,15,1312,14.6,1,2,3,1,0,0,0,0,0.2,0.2,3.0,3.2,108.0,52.0,74.0,0.07,0.14,0.21,0.07,0.21,0.02,0.21,0.22,0.02,0.22,0.8,3,160.0
Marco Sportiello,ITA,GK,Milan,Serie A,31,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Anton Stach,GER,MF,Hoffenheim,Bundesliga,24,1998,31,26,2321,25.8,2,3,5,2,0,0,4,0,1.7,1.7,3.5,5.2,49.0,143.0,46.0,0.08,0.12,0.19,0.08,0.19,0.07,0.13,0.2,0.07,0.2,0.30000000000000004,5,192.0
Jens Stage,DEN,MF,Werder Bremen,Bundesliga,26,1996,30,26,2327,25.9,3,1,4,3,0,0,5,1,4.4,4.4,1.9,6.3,24.0,85.0,60.0,0.12,0.04,0.15,0.12,0.15,0.17,0.07,0.24,0.17,0.24,-1.4000000000000004,4,109.0
Josip Stanišić,CRO,DF,Leverkusen,Bundesliga,23,2000,20,13,1261,14.0,3,1,4,3,0,0,3,0,0.8,0.8,1.7,2.4,49.0,92.0,63.0,0.21,0.07,0.29,0.21,0.29,0.05,0.12,0.17,0.05,0.17,2.2,4,141.0
Carl Starfelt,SWE,DF,Celta Vigo,La Liga,28,1995,27,26,2216,24.6,1,0,1,1,0,0,4,0,1.4,1.4,0.2,1.6,5.0,38.0,1.0,0.04,0.0,0.04,0.04,0.04,0.06,0.01,0.06,0.06,0.06,-0.3999999999999999,1,43.0
Niklas Stark,GER,DF,Werder Bremen,Bundesliga,28,1995,17,12,1088,12.1,2,0,2,2,0,0,4,0,0.2,0.2,0.0,0.2,5.0,37.0,1.0,0.17,0.0,0.17,0.17,0.17,0.02,0.0,0.02,0.02,0.02,1.8,2,42.0
Jason Steele,ENG,GK,Brighton,Premier League,32,1990,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,27,1996,23,14,1064,11.8,0,5,5,0,0,0,3,1,0.3,0.3,3.2,3.5,34.0,85.0,46.0,0.0,0.42,0.42,0.0,0.42,0.03,0.27,0.29,0.03,0.29,-0.3,5,119.0
Leonidas Stergiou,SUI,DF,Stuttgart,Bundesliga,21,2002,15,6,594,6.6,1,0,1,1,0,0,0,0,0.4,0.4,0.4,0.8,6.0,17.0,22.0,0.15,0.0,0.15,0.15,0.15,0.05,0.06,0.11,0.05,0.11,0.6,1,23.0
Raheem Sterling,ENG,FW,Chelsea,Premier League,28,1994,31,22,1978,22.0,8,4,12,8,0,0,7,0,6.5,6.5,4.5,11.0,120.0,78.0,242.0,0.36,0.18,0.55,0.36,0.55,0.29,0.2,0.5,0.29,0.5,1.5,12,198.0
Angelo Stiller,GER,MF,Stuttgart,Bundesliga,22,2001,31,30,2694,29.9,1,5,6,1,0,0,5,0,1.6,1.6,5.1,6.7,37.0,220.0,71.0,0.03,0.17,0.2,0.03,0.2,0.05,0.17,0.22,0.05,0.22,-0.6000000000000001,6,257.0
Kevin Stöger,AUT,MF,Bochum,Bundesliga,29,1993,32,32,2668,29.6,7,10,17,3,4,4,8,0,6.2,3.1,9.9,12.9,81.0,283.0,139.0,0.24,0.34,0.57,0.1,0.44,0.21,0.33,0.54,0.1,0.44,0.7999999999999998,13,364.0
John Stones,ENG,DF,Manchester City,Premier League,29,1994,16,12,1064,11.8,1,0,1,1,0,0,2,0,1.0,1.0,0.2,1.3,16.0,57.0,24.0,0.08,0.0,0.08,0.08,0.08,0.09,0.02,0.11,0.09,0.11,0.0,1,73.0
Jørgen Strand Larsen,NOR,FW,Celta Vigo,La Liga,23,2000,37,36,2863,31.8,13,3,16,13,0,0,5,0,14.5,14.5,2.5,17.0,33.0,25.0,183.0,0.41,0.09,0.5,0.41,0.5,0.46,0.08,0.54,0.46,0.54,-1.5,16,58.0
Gabriel Strefezza,BRA,FW,Lecce,Serie A,26,1997,19,13,1112,12.4,1,0,1,0,1,1,4,0,2.5,1.7,1.2,2.8,34.0,54.0,81.0,0.08,0.0,0.08,0.0,0.0,0.2,0.09,0.29,0.14,0.23,-1.5,0,88.0
Kevin Strootman,NED,MF,Genoa,Serie A,33,1990,27,15,1207,13.4,0,2,2,0,0,0,4,0,0.1,0.1,1.3,1.4,13.0,61.0,22.0,0.0,0.15,0.15,0.0,0.15,0.01,0.1,0.1,0.01,0.1,-0.1,2,74.0
Cristhian Stuani,URU,FW,Girona,La Liga,36,1986,31,5,804,8.9,9,3,12,9,0,0,6,0,9.6,9.6,1.9,11.5,3.0,5.0,24.0,1.01,0.34,1.34,1.01,1.34,1.08,0.21,1.29,1.08,1.29,-0.5999999999999996,12,8.0
Álex Suárez,ESP,DF,Las Palmas,La Liga,30,1993,32,30,2562,28.5,2,0,2,2,0,0,7,0,1.2,1.2,0.2,1.4,12.0,109.0,15.0,0.07,0.0,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,0.8,2,121.0
Damián Suárez,URU,DF,Getafe,La Liga,35,1988,16,15,1299,14.4,0,2,2,0,0,0,7,1,0.3,0.3,0.8,1.2,20.0,58.0,47.0,0.0,0.14,0.14,0.0,0.14,0.02,0.06,0.08,0.02,0.08,-0.3,2,78.0
Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,25,1997,31,27,2357,26.2,0,4,4,0,0,0,5,0,0.7,0.7,3.0,3.7,44.0,114.0,166.0,0.0,0.15,0.15,0.0,0.15,0.03,0.12,0.14,0.03,0.14,-0.7,4,158.0
Isaac Success,NGA,FW,Udinese,Serie A,27,1996,27,9,880,9.8,1,1,2,1,0,1,4,0,2.7,1.9,1.1,3.0,15.0,17.0,51.0,0.1,0.1,0.2,0.1,0.2,0.28,0.11,0.39,0.2,0.31,-1.7000000000000002,2,32.0
Niklas Süle,GER,DF,Dortmund,Bundesliga,27,1995,23,14,1514,16.8,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,19.0,83.0,9.0,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,0.6,1,102.0
Ibrahim Sulemana,GHA,MF,Cagliari,Serie A,20,2003,21,16,1339,14.9,2,0,2,2,0,0,4,0,0.8,0.8,0.1,0.9,15.0,27.0,14.0,0.13,0.0,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06,1.2,2,42.0
Tomáš Suslov,SVK,MF,Hellas Verona,Serie A,21,2002,32,23,2092,23.2,3,5,8,2,1,1,7,0,3.5,2.6,3.6,6.2,46.0,64.0,74.0,0.13,0.22,0.34,0.09,0.3,0.15,0.15,0.31,0.11,0.26,-0.5,7,110.0
Suso,ESP,MF,Sevilla,La Liga,29,1993,29,15,1517,16.9,1,4,5,1,0,0,5,1,1.4,1.4,3.9,5.3,41.0,110.0,109.0,0.06,0.24,0.3,0.06,0.3,0.08,0.23,0.32,0.08,0.32,-0.3999999999999999,5,151.0
Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,24,1999,25,20,1715,19.1,1,3,4,1,0,0,8,0,3.0,3.0,2.3,5.3,28.0,84.0,52.0,0.05,0.16,0.21,0.05,0.21,0.15,0.12,0.28,0.15,0.28,-2.0,4,112.0
